journal_id,title,issn,lang,years,database
"48563","Journal of Psychiatry & Law","0093-1853","西文","4/1/2006-7/1/2012","ProQuest 【電子期刊】"
"46231","Journal of Psychiatry & Neuroscience : JPN","1180-4882","西文","1999.03-present","ProQuest 【電子期刊】"
"19071","Journal of psychiatry & neuroscience: JPN","1180-4882","西文","19990901-","MEDLINE電子期刊"
"38501","Journal of Psychiatry and Mental Health (Revista de Psiquiatría y Salud Mental, English Edition)","2173-5050","西文","2011-present","ClinicalKey 【電子期刊&電子書】"
"38222","Journal of Psychiatry and Neuroscience","1180-4882","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"19186","Journal of psychoactive drugs","0279-1072","西文","20050301-","MEDLINE電子期刊"
"46232","Journal of Psychoactive Drugs","0279-1072","西文","1998.07-2010.12","ProQuest 【電子期刊】"
"47231","Journal of Psychohistory, The","0145-3378","西文","2005-present","ProQuest 【電子期刊】"
"46233","Journal of Psycholinguistic Research","0090-6905","西文","1997-present(已延遲 1 年)","ProQuest 【電子期刊】"
"46234","Journal of Psychology, The","0022-3980","西文","1994-2010.11","ProQuest 【電子期刊】"
"46235","Journal of Psychosocial Nursing & Mental Health Services","0279-3695","西文","1963.01.01-present","ProQuest 【電子期刊】"
"49192","Journal of Psychosocial Rehabilitation and Mental Health","2198-9834","西文","6/1/2014+","ProQuest 【電子期刊】"
"19323","Journal of psychosomatic obstetrics and gynaecology","0167-482X","西文","20040301-","MEDLINE電子期刊"
"46236","Journal of Psychosomatic Obstetrics and Gynecology","0167-482X","西文","2003.03-2007.12","ProQuest 【電子期刊】"
"38223","Journal of Psychosomatic Research","0022-3999","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"48102","Journal of Public Health","2198-1833","西文","1997-present","ProQuest 【電子期刊】"
"49706","Journal of Public Health","0943-1853","西文","1997-present","Springer 【電子期刊】"
"37724","Journal of Public Health Management & Practice","1078-4659","西文","2002.01-present","OVID 【電子期刊】"
"19346","Journal of public health policy","0197-5897","西文","20060301-20101201","MEDLINE電子期刊"
"46237","Journal of Public Health Policy","0197-5897","西文","2001-present(已延遲 1 年)","ProQuest 【電子期刊】"
"48050","Journal of Public Mental Health","1746-5729","西文","2003-present(已延遲 1 年)","ProQuest 【電子期刊】"
"19041","Journal of quality in clinical practice","1320-5455","西文","19980301-20011201","MEDLINE電子期刊"
"49193","Journal of Racial and Ethnic Health Disparities","2197-3792","西文","3/1/2014+","ProQuest 【電子期刊】"
"51380","Journal of Radiation Research","0449-3060","西文","1/1/1996+","ProQuest 【電子期刊】"
"37440","Journal of Radiological Science","2521-3334","西文","20110301-present","Airiti Library 【華藝中文電子期刊】"
"48625","Journal of Radiotherapy in Practice","1460-3969","西文","3/1/2002+","ProQuest 【電子期刊】"
"51381","Journal of Rare Diseases","2731-085X","西文","12/1/2025+","ProQuest 【電子期刊】"
"48051","Journal of Rational - Emotive & Cognitive - Behavior Therapy","0894-9085","西文","1999-present(延遲)","ProQuest 【電子期刊】"
"18807","Journal of receptor and signal transduction research","1079-9893","西文","20021101-","MEDLINE電子期刊"
"8730","Journal of Reconstructive and Aesthetic Surgery","1748-6815","西文","2006-present","ScienceDirect(SDOL)"
"19331","Journal of refractive surgery","1081-597X","西文","20030101-20101201","MEDLINE電子期刊"
"46238","Journal of Refractive Surgery","1081-597X","西文","1985.03-present","ProQuest 【電子期刊】"
"49194","Journal of Refractive Surgery Case Reports","2768-1599","西文","6/1/2021+","ProQuest 【電子期刊】"
"48165","Journal of Rehabilitation","0022-4154","西文","1995-present","ProQuest 【電子期刊】"
"46239","Journal of Rehabilitation Research and Development","0748-7711","西文","1990-2016","ProQuest 【電子期刊】"
"48052","Journal of Relationships Research","1838-0956","西文","2011-2020","ProQuest 【電子期刊】"
"46240","Journal of Religion and Health","0022-4197","西文","1997.03-present","ProQuest 【電子期刊】"
"49707","Journal of Religion and Health","0022-4197","西文","1997-present","Springer 【電子期刊】"
"49195","Journal of Renal and Hepatic Disorders","2207-3744","西文","1/1/2017+","ProQuest 【電子期刊】"
"38224","Journal of Renal Nutrition","1051-2276","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"48342","Journal of Reproduction & Infertility","2228-5482","西文","1/1/2000+","ProQuest 【電子期刊】"
"48053","Journal of Reproductive and Infant Psychology","0264-6838","西文","1997-2000","ProQuest 【電子期刊】"
"38225","Journal of Reproductive Immunology","0165-0378","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"37154","Journal of Research and Practice in Dentistry","2333-3650","西文","20131220-20151201","Airiti Library 【華藝中文電子期刊】"
"37155","Journal of Research in Diabetes","2372-0654","西文","20131231-20151201","Airiti Library 【華藝中文電子期刊】"
"47458","Journal of Research in Medical Sciences","1735-1995","西文","2010-2019","ProQuest 【電子期刊】"
"37156","Journal of Research in Obesity","2333-3707","西文","20131227-20140430","Airiti Library 【華藝中文電子期刊】"
"47261","Journal of Risk and Insurance","0022-4367","西文","1997-2013","ProQuest 【電子期刊】"
"49196","Journal of Robotic Surgery","1863-2483","西文","3/1/2007+","ProQuest 【電子期刊】"
"49708","Journal of Robotic Surgery","1863-2483","西文","2007-present","Springer 【電子期刊】"
"47050","Journal of Scheduling","1094-6136","西文","2003-present","ProQuest 【電子期刊】"
"46241","Journal of School Health, The","0022-4391","西文","1992-2008.12","ProQuest 【電子期刊】"
"46242","Journal of School Nursing, The","1059-8405","西文","2005-2016","ProQuest 【電子期刊】"
"51382","Journal of Science and Cycling","2254-7053","西文","1/1/2012+","ProQuest 【電子期刊】"
"38226","Journal of Science and Medicine in Sport","1440-2440","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"49197","Journal of Science and Medicine in Sport","1440-2440","西文","8/1/2007+","ProQuest 【電子期刊】"
"49198","Journal of Science in Sport and Exercise","2096-6709","西文","5/1/2019+","ProQuest 【電子期刊】"
"18867","Journal of sex & marital therapy","0092-623X","西文","19990401-","MEDLINE電子期刊"
"18873","Journal of sex research","0022-4499","西文","19750201-","MEDLINE電子期刊"
"46244","Journal of Sex Research, The","0022-4499","西文","1994-2006.11","ProQuest 【電子期刊】"
"51383","Journal of Sex- and Gender-Specific Medicine","2974-8194","西文","7/1/2015+","ProQuest 【電子期刊】"
"49199","Journal of Shoulder and Elbow Arthroplasty","2471-5492","西文","1/1/2017+","ProQuest 【電子期刊】"
"38227","Journal of Shoulder and Elbow Surgery","1058-2746","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"37157","Journal of Signal Transduction","2090-1739","西文","20141201-20141201","Airiti Library 【華藝中文電子期刊】"
"37433","Journal of Skin Cancer","2090-2905","西文","20111201-20171201","Airiti Library 【華藝中文電子期刊】"
"49200","Journal of Skin Cancer","2090-2905","西文","1/1/2013+","ProQuest 【電子期刊】"
"51384","Journal of Smoking Cessation","1834-2612","西文","6/1/2011-12/1/2020","ProQuest 【電子期刊】"
"51385","Journal of Smoking Cessation","1834-2612","西文","1/1/2021-1/1/2023","ProQuest 【電子期刊】"
"48054","Journal of Social Behavior and Personality","0886-1641","西文","2005","ProQuest 【電子期刊】"
"48178","Journal of Social Policy","0047-2794","西文","2001-present(已延遲 1 年)","ProQuest 【電子期刊】"
"46245","Journal of Social Psychology, The","0022-4545","西文","1994.02-2010.11","ProQuest 【電子期刊】"
"49201","Journal of Social, Behavioral and Health Sciences","1948-3260","西文","1/1/2007+","ProQuest 【電子期刊】"
"47091","Journal of Special Education, The","0022-4669","西文","1997-2010","ProQuest 【電子期刊】"
"19224","Journal of speech and hearing research","0022-4685","西文","19920201-19970101","MEDLINE電子期刊"
"46246","Journal of Speech, Language and Hearing Research (Online)","1558-9102","西文","2010-2022","ProQuest 【電子期刊】"
"46247","Journal of Speech, Language, and Hearing Research","1092-4388","西文","1997.04-2009.12","ProQuest 【電子期刊】"
"19225","Journal of speech, language, and hearing research: JSLHR","1092-4388","西文","19970201-","MEDLINE電子期刊"
"37725","Journal of Spinal Disorders & Techniques","1536-0652","西文","2002-2015","OVID 【電子期刊】"
"38546","Journal of Sport and Health Science","2095-2546","西文","2014-present","ClinicalKey 【電子期刊&電子書】"
"46248","Journal of Sports Medicine and Physical Fitness","0022-4707","西文","1999.03-2010.03","ProQuest 【電子期刊】"
"49202","Journal of Sports Science & Medicine","1303-2968","西文","3/1/2002+","ProQuest 【電子期刊】"
"46736","Journal of Stem Cells; Hauppauge","1556-8539","西文","2011-2021","ProQuest 【電子期刊】"
"49203","Journal of Stomal Therapy Australia","1030-5823","西文","3/1/2019-12/1/2019","ProQuest 【電子期刊】"
"37726","Journal of Strength & Conditioning Research","1064-8011","西文","2004.02-present","OVID 【電子期刊】"
"46249","Journal of Strength and Conditioning Research","1064-8011","西文","2005.02-2011.06","ProQuest 【電子期刊】"
"49204","Journal of Stress Physiology & Biochemistry","1997-0838","西文","1/1/2005-1/1/2022","ProQuest 【電子期刊】"
"38228","Journal of Stroke and Cerebrovascular Diseases","1052-3057","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"46250","Journal of Structural and Functional Genomics","1345-711X","西文","2000-2016","ProQuest 【電子期刊】"
"38229","Journal of Substance Abuse Treatment","0740-5472","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38816","Journal of Substance Use and Addiction Treatment","2949-8759","西文","2023-present","ClinicalKey 【電子期刊&電子書】"
"37404","Journal of Suicidology","2790-1645","西文","20220301-present","Airiti Library 【華藝中文電子期刊】"
"51386","Journal of Surgical Case Reports","2042-8812","西文","3/1/2010+","ProQuest 【電子期刊】"
"38230","Journal of Surgical Education","1931-7204","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"51387","Journal of Surgical Protocols and Research Methodologies","2752-616X","西文","1/1/2022+","ProQuest 【電子期刊】"
"38231","Journal of Surgical Research","0022-4804","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"47854","Journal of Surgical Technique and Case Report","0976-2825","西文","2009-2015","ProQuest 【電子期刊】"
"51388","Journal of Synchrotron Radiation","0909-0495","西文","1/1/2022+","ProQuest 【電子期刊】"
"49902","Journal of Taiwan Society of Cardiovascular Interventions","","西文","20230101-present","Airiti Library 【華藝中文電子期刊】"
"47182","Journal of Tehran University Heart Center","1735-8620","西文","2010-present","ProQuest 【電子期刊】"
"46251","Journal of Telemedicine and Telecare","1357-633X","西文","2003-2006","ProQuest 【電子期刊】"
"38556","Journal of the Academy of Consultation-Liaison Psychiatry","2667-2960","西文","2021-present","ClinicalKey 【電子期刊&電子書】"
"38240","Journal of the Academy of Nutrition and Dietetics","2212-2672","西文","2012/01-present","ClinicalKey 【電子期刊&電子書】"
"46263","Journal of the Academy of Nutrition and Dietetics","2212-2672","西文","1995-2003.11","ProQuest 【電子期刊】"
"46264","Journal of the Air & Waste Management Association","1096-2247","西文","2002-2012.12","ProQuest 【電子期刊】"
"38788","Journal of the Air Transport Research Society","2941-198X","西文","2024-present","ClinicalKey 【電子期刊&電子書】"
"38241","Journal of the American Academy of Child & Adolescent Psychiatry","0890-8567","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38242","Journal of the American Academy of Dermatology","0190-9622","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"46265","Journal of the American Academy of Nurse Practitioners","1041-2972","西文","1999.06-2009.02","ProQuest 【電子期刊】"
"37733","Journal of the American Academy of Orthopaedic Surgeons","1067-151X","西文","1993.09-present","OVID 【電子期刊】"
"37734","Journal of the American Academy of Physician Assistants","1547-1896","西文","2005.01-present","OVID 【電子期刊】"
"19386","Journal of the American Animal Hospital Association","0587-2871","西文","20070101-","MEDLINE電子期刊"
"51389","Journal of the American Animal Hospital Association","0587-2871","西文","1/1/2002-9/1/2003","ProQuest 【電子期刊】"
"37828","Journal of the American Association of Nurse Practitioners","2327-6866","西文","2013-present","OVID 【電子期刊】"
"38243","Journal of the American College of Certified Wound Specialists, The","1876-4983","西文","2009-2011","ClinicalKey 【電子期刊&電子書】"
"38244","Journal of the American College of Clinical Wound Specialists","2213-5103","西文","2011-2017","ClinicalKey 【電子期刊&電子書】"
"49205","Journal of the American College of Emergency Physicians Open","2688-1152","西文","6/1/2021+","ProQuest 【電子期刊】"
"38245","Journal of the American College of Radiology","1546-1440","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38247","Journal of the American Dental Association, The (JADA)","0002-8177","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"38248","Journal of the American Dietetic Association","0002-8223","西文","2007-2011","ClinicalKey 【電子期刊&電子書】"
"38249","Journal of the American Medical Directors Association","1525-8610","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"46268","Journal of the American Medical Informatics Association","1067-5027","西文","2001.07-2006.03","ProQuest 【電子期刊】"
"18986","Journal of the American Mosquito Control Association","8756-971X","西文","20050301-","MEDLINE電子期刊"
"46269","Journal of the American Mosquito Control Association","8756-971X","西文","2012-present(已延遲 6 個月)","ProQuest 【電子期刊】"
"38250","Journal of the American Pharmacists Association","1544-3191","西文","2010/09-present","ClinicalKey 【電子期刊&電子書】"
"47146","Journal of the American Society for Information Science (1986-1998)","0002-8231","西文","1986-1998","ProQuest 【電子期刊】"
"47145","Journal of the American Society for Information Science (pre-1986)","0002-8231","西文","1970-1985","ProQuest 【電子期刊】"
"48011","Journal of the American Society for Mass Spectrometry","1044-0305","西文","1997-2019","ProQuest 【電子期刊】"
"38251","Journal of the American Society of Cytopathology","2213-2945","西文","2012-present","ClinicalKey 【電子期刊&電子書】"
"38252","Journal of the American Society of Echocardiography","0894-7317","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"28001","Journal of the American Society of Nephrology","1533-3450","西文","2006-present訂購年份:2024-2026","彰濱單本期刊"
"27998","Journal of the American Society of Nephrology(JASN)","1046-6673","西文","2006-present","南醫單本訂購期刊"
"48187","Journal of the American Statistical Association","0162-1459","西文","1992-2005","ProQuest 【電子期刊】"
"49711","Journal of the Association for Research in Otolaryngology","1525-3961","西文","2000-present","Springer 【電子期刊】"
"19101","Journal of the Association for Research in Otolaryngology: JARO","1525-3961","西文","20030201-","MEDLINE電子期刊"
"46270","Journal of the Association for Research in Otolaryngology; JARO","1525-3961","西文","2000-2018","ProQuest 【電子期刊】"
"49206","Journal of the Association for Vascular Access","1552-8855","西文","7/1/2008-12/1/2017","ProQuest 【電子期刊】"
"51390","Journal of the Canadian Association of Gastroenterology","2515-2084","西文","2/1/2018+","ProQuest 【電子期刊】"
"38255","Journal of the Chinese Medical Association","1726-4901","西文","2007-2018","ClinicalKey 【電子期刊&電子書】"
"37735","Journal of the Dermatology Nurses' Association","1945-760X","西文","2009.01-present","OVID 【電子期刊】"
"49207","Journal of the Egyptian National Cancer Institute","1110-0362","西文","12/1/2019+","ProQuest 【電子期刊】"
"51391","Journal of the Endocrine Society","2472-1972","西文","1/1/2017+","ProQuest 【電子期刊】"
"46273","Journal of the Experimental Analysis of Behavior","0022-5002","西文","2005-2014","ProQuest 【電子期刊】"
"36005","Journal of the Formosan Medical Association臺灣醫學會雜誌","0929-6646","西文","20030101-20100301","Airiti Library 【華藝中文電子期刊】"
"38256","Journal of the Formosan Medical Association臺灣醫誌","0929-6646","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"46274","Journal of the History of Biology","0022-5010","西文","1997.03-present(已延遲 1 年)","ProQuest 【電子期刊】"
"47210","Journal of the History of Ideas","0022-5037","西文","2002-present(已延遲 1 年)","ProQuest 【電子期刊】"
"18860","Journal of the history of the behavioral sciences","0022-5061","西文","19890101-","MEDLINE電子期刊"
"19051","Journal of the history of the neurosciences","0964-704X","西文","20000401-","MEDLINE電子期刊"
"46275","Journal of the Indian Society of Pedodontics and Preventive Dentistry","0970-4388","西文","2008.01-present","ProQuest 【電子期刊】"
"46276","Journal of the International AIDS Society","1758-2652","西文","2004-present","ProQuest 【電子期刊】"
"49208","Journal of the International Association of Providers of AIDS Care","2325-9574","西文","1/1/2002+","ProQuest 【電子期刊】"
"49209","Journal of the International Clinical Dental Research Organization.","2231-0754","西文","1/1/2013-7/1/2023","ProQuest 【電子期刊】"
"46277","Journal of the International Neuropsychological Society : JINS","1355-6177","西文","2001-present(已延遲 1 年)","ProQuest 【電子期刊】"
"46737","Journal of the International Society of Sports Nutrition","1550-2783","西文","2009-2021","ProQuest 【電子期刊】"
"46278","Journal of the Medical Library Association","1536-5050","西文","2003-present","ProQuest 【電子期刊】"
"19305","Journal of the Medical Library Association: JMLA","1536-5050","西文","20030101-","MEDLINE電子期刊"
"38621","Journal of the National Cancer Center","2667-0054","西文","2021-present","ClinicalKey 【電子期刊&電子書】"
"38257","Journal of the National Medical Association","0027-9684","西文","2008.01-present","ClinicalKey 【電子期刊&電子書】"
"46279","Journal of the National Medical Association","0027-9684","西文","1998-present","ProQuest 【電子期刊】"
"47459","Journal of the National Society of Allied Health","1945-3361","西文","2008-2018","ProQuest 【電子期刊】"
"38258","Journal of the Neurological Sciences","0022-510X","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"38771","Journal of the Pediatric Orthopaedic Society of North America","2768-2765","西文","2019-present","ClinicalKey 【電子期刊&電子書】"
"19052","Journal of the peripheral nervous system: JPNS","1085-9489","西文","20010301-","MEDLINE電子期刊"
"49210","Journal of the Renin-Angiotensin-Aldosterone System : JRAAS","1470-3203","西文","1/1/2017+","ProQuest 【電子期刊】"
"19200","Journal of the Royal College of Surgeons of Edinburgh","0035-8835","西文","19980201-20021201","MEDLINE電子期刊"
"18893","Journal of the Royal Society of Medicine","0141-0768","西文","19820101-20150601","MEDLINE電子期刊"
"49211","Journal of the Scientific Society","0974-5009","西文","1/1/2012-1/1/2024","ProQuest 【電子期刊】"
"38666","Journal of the Society for Cardiovascular Angiography & Interventions","2772-9303","西文","2022-present","ClinicalKey 【電子期刊&電子書】"
"46280","Journal of the South African Veterinary Association","1019-9128","西文","2012-2021","ProQuest 【電子期刊】"
"49212","Journal of the Turkish Academy of Dermatology","1307-394X","西文","3/1/2007-3/1/2022","ProQuest 【電子期刊】"
"48343","Journal of The Turkish German Gynecological Association","1309-0399","西文","3/1/2010+","ProQuest 【電子期刊】"
"38259","Journal of the World Federation of Orthodontists","2212-4438","西文","2012/03-present","ClinicalKey 【電子期刊&電子書】"
"48626","Journal of Therapeutic Ultrasound","2050-5736","西文","2015-2018","ProQuest 【電子期刊】"
"38232","Journal of Thoracic and Cardiovascular Surgery, The","0022-5223","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"37727","Journal of Thoracic Imaging","0883-5993","西文","2000.01-present","OVID 【電子期刊】"
"37728","Journal of Thoracic Oncology","1556-0864","西文","2010-2015","OVID 【電子期刊】"
"6835","Journal of Thrombosis and Haemostasis","1538-7836","西文","2003.01-2026.12","彰秀單本期刊"
"46252","Journal of Thrombosis and Thrombolysis","0929-5305","西文","1998-present(已延遲 1 年)","ProQuest 【電子期刊】"
"49709","Journal of Thrombosis and Thrombolysis","0929-5305","西文","1997-present","Springer 【電子期刊】"
"37158","Journal of Thyroid Research","2042-0072","西文","20141201-20141201","Airiti Library 【華藝中文電子期刊】"
"49213","Journal of Thyroid Research","","西文","1/1/2013+","ProQuest 【電子期刊】"
"49214","Journal of Tissue Engineering","2041-7314","西文","1/1/2016+","ProQuest 【電子期刊】"
"49215","Journal of Tissue Engineering and Regenerative Medicine","1932-6254","西文","1/1/2023+","ProQuest 【電子期刊】"
"38233","Journal of Tissue Viability","0965-206X","西文","2008/05-present","ClinicalKey 【電子期刊&電子書】"
"37159","Journal of Toxicology","1867-8191","西文","20141201-20141201","Airiti Library 【華藝中文電子期刊】"
"19370","Journal of toxicology. Clinical toxicology","0731-3810","西文","19990101-20041201","MEDLINE電子期刊"
"49216","Journal of Trace Elements in Medicine and Biology","0946-672X","西文","10/1/2001-7/1/2004","ProQuest 【電子期刊】"
"37412","Journal of Traditional and Complementary Medicine","2225-4110","西文","20111001-20230901","Airiti Library 【華藝中文電子期刊】"
"51074","Journal of Translational Autoimmunity","2589-9090","西文","2019-present","ClinicalKey 【電子期刊&電子書】"
"46254","Journal of Translational Medicine","1479-5876","西文","2009-present","ProQuest 【電子期刊】"
"37160","Journal of Transplantation","2090-0007","西文","20090101-20171201","Airiti Library 【華藝中文電子期刊】"
"19160","Journal of trauma & dissociation: the official journal of the International Society for the Study of Dissociation (ISSD)","1529-9732","西文","20050301-","MEDLINE電子期刊"
"37730","Journal of Trauma and Acute Care Surgery","2163-0755","西文","2012.01-present","OVID 【電子期刊】"
"48446","Journal of Trauma Management & Outcomes","1752-2897","西文","1/1/2015-1/1/2016","ProQuest 【電子期刊】"
"37729","Journal of Trauma Nursing","1078-7496","西文","2000.01-present","OVID 【電子期刊】"
"46255","Journal of Trauma Nursing","1078-7496","西文","1998.04-2010.04","ProQuest 【電子期刊】"
"19373","Journal of traumatic stress","0894-9867","西文","19970101-","MEDLINE電子期刊"
"18987","Journal of travel medicine","1195-1982","西文","20010101-20050501","MEDLINE電子期刊"
"47461","Journal of Travel Medicine","1195-1982","西文","1998-present(已延遲 1 年)","ProQuest 【電子期刊】"
"37161","Journal of Tropical Medicine","1687-9686","西文","20091201-20161201","Airiti Library 【華藝中文電子期刊】"
"48055","Journal of Tropical Psychology","1838-9902","西文","2011-2017","ProQuest 【電子期刊】"
"48564","Journal of Turkish Sleep Medicine","2148-1504","西文","3/1/2016+","ProQuest 【電子期刊】"
"49217","Journal of Turkish Spinal Surgery, The","","西文","10/1/2019+","ProQuest 【電子期刊】"
"51392","Journal of Ultrasound","1971-3495","西文","3/1/2023+","ProQuest 【電子期刊】"
"46256","Journal of Urban Health","1099-3460","西文","1998.03-present(已延遲 1 年)","ProQuest 【電子期刊】"
"49710","Journal of Urban Health","1099-3460","西文","1998-present","Springer 【電子期刊】"
"18834","Journal of urban health: bulletin of the New York Academy of Medicine","1099-3460","西文","20060101-","MEDLINE電子期刊"
"47881","Journal of Urological Surgery","2148-9580","西文","2016-present","ProQuest 【電子期刊】"
"8731","Journal of Urology","0022-5347","西文","2015.01-2015.12","ScienceDirect(SDOL)"
"37842","Journal of Urology","0022-5347","西文","2001.01-present","OVID 【電子期刊】"
"47216","Journal of Validation Technology","1079-6630","西文","2006-2012","ProQuest 【電子期刊】"
"38237","Journal of Vascular and Interventional Radiology","1051-0443","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"49218","Journal of Vascular Diagnostics and Interventions","2463-5618","西文","1/1/2013-1/1/2020","ProQuest 【電子期刊】"
"46257","Journal of Vascular Research","1018-1172","西文","1996-2015","ProQuest 【電子期刊】"
"38235","Journal of Vascular Surgery","0741-5214","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38514","Journal of Vascular Surgery Cases","2352-667X","西文","2015-2016","ClinicalKey 【電子期刊&電子書】"
"38515","Journal of Vascular Surgery Cases and Innovative Techniques","2468-4287","西文","2016-present","ClinicalKey 【電子期刊&電子書】"
"38708","Journal of Vascular Surgery: Vascular Insights","2949-9127","西文","2023-present","ClinicalKey 【電子期刊&電子書】"
"38545","Journal of Vascular Surgery: Vascular Science","2666-3503","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"38236","Journal of Vascular Surgery: Venous and Lymphatic Disorders","2213-333X","西文","2013/01-present","ClinicalKey 【電子期刊&電子書】"
"46258","Journal of Vector Borne Diseases","0972-9062","西文","2009.03-present","ProQuest 【電子期刊】"
"46259","Journal of Vector Ecology","1081-1710","西文","2009-2020","ProQuest 【電子期刊】"
"18880","Journal of vector ecology: journal of the Society for Vector Ecology","1081-1710","西文","20061201-","MEDLINE電子期刊"
"18875","Journal of vestibular research: equilibrium & orientation","0957-4271","西文","19990101-","MEDLINE電子期刊"
"48198","Journal of Veterinary Internal Medicine","0891-6640","西文","2015-present","ProQuest 【電子期刊】"
"19387","Journal of veterinary medicine. A, Physiology, pathology, clinical medicine","0931-184X","西文","20000201-20071201","MEDLINE電子期刊"
"19388","Journal of veterinary medicine. B, Infectious diseases and veterinary public health","0931-1793","西文","20000201-20061201","MEDLINE電子期刊"
"49219","Journal of Veterinary Research","2450-7393","西文","1/1/2014+","ProQuest 【電子期刊】"
"19389","Journal of veterinary science","1229-845X","西文","20050301-","MEDLINE電子期刊"
"19214","Journal of viral hepatitis","1352-0504","西文","19980101-","MEDLINE電子期刊"
"37162","Journal of Virology and Microbiology","2326-7011","西文","20120101-20151201","Airiti Library 【華藝中文電子期刊】"
"51077","Journal of Virus Eradication","2055-6640","西文","2015-present","ClinicalKey 【電子期刊&電子書】"
"38238","Journal of Visceral Surgery","1878-7886","西文","2010/02-present","ClinicalKey 【電子期刊&電子書】"
"19297","Journal of visual communication in medicine","1745-3054","西文","20050301-","MEDLINE電子期刊"
"46260","Journal of Visual Communication in Medicine","1745-3054","西文","2000.03-2000.12","ProQuest 【電子期刊】"
"38239","Journal of Voice","0892-1997","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"48208","Journal of Water and Health","1477-8920","西文","2003-present(已延遲 1 年)","ProQuest 【電子期刊】"
"19287","Journal of women & aging","0895-2841","西文","20000101-","MEDLINE電子期刊"
"48211","Journal of Women & Aging","0895-2841","西文","1995-1998","ProQuest 【電子期刊】"
"37731","Journal of Women's Health Physical Therapy","1556-6803","西文","2005-2022","OVID 【電子期刊】"
"37732","Journal of Wound, Ostomy & Continence Nursing","1071-5754","西文","2000.01-present","OVID 【電子期刊】"
"8688","Journal of Wrist Surgery","2163-3916","西文","2012-present訂購年份:2016-2026","彰濱單本期刊"
"46261","Journal of Youth and Adolescence","0047-2891","西文","1992.02-present(已延遲 1 年)","ProQuest 【電子期刊】"
"51393","Journal of Zhejiang University","1673-1581","西文","4/1/2005+","ProQuest 【電子期刊】"
"51394","Journal of Zhejiang University. Science. A","1673-565X","西文","2/1/2023+","ProQuest 【電子期刊】"
"48056","Journal on Developmental Disabilities","1188-9136","西文","2008-present","ProQuest 【電子期刊】"
"46028","JPEN: Journal of Parenteral and Enteral Nutrition","0148-6071","西文","1996.09-2008.11","ProQuest 【電子期刊】"
"49810","JPEN: Journal of Parenteral and Enteral Nutrition","0148-6071","西文","2011-present","Wiley Online Library(電子期刊)"
"37673","JPO Journal of Prosthetics & Orthotics","1040-8800","西文","2001.03-present","OVID 【電子期刊】"
"38544","JPRAS Open","2352-5878","西文","2014-present","ClinicalKey 【電子期刊&電子書】"
"49220","JRSM Cardiovascular Disease","2048-0040","西文","1/1/2016+","ProQuest 【電子期刊】"
"38692","JSAMS Plus","2772-6967","西文","2022-present","ClinicalKey 【電子期刊&電子書】"
"38735","JSES International","2666-6383","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"38587","JSES Reviews, Reports, and Techniques","2666-6391","西文","2021-present","ClinicalKey 【電子期刊&電子書】"
"38551","JTCVS Open","2666-2736","英文","2020-present","ClinicalKey 【電子期刊&電子書】"
"49496","JTCVS Structural and Endovascular","2950-6050","西文","2024-present","ClinicalKey 【電子期刊&電子書】"
"38543","JTCVS Techniques","2666-2507","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"38574","JTO Clinical and Research Reports","2666-3643","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"46826","Jundishapur Journal of Microbiology","2008-3645","西文","2008-present","ProQuest 【電子期刊】"
"47462","Jurnal Medical Brasovean","1841-0782","西文","2011-present","ProQuest 【電子期刊】"
"19174","The Journal of analytical psychology","0021-8774","西文","19660101-","MEDLINE電子期刊"
"19145","The Journal of antibiotics","0021-8820","西文","20090101-20151001","MEDLINE電子期刊"
"18827","The Journal of audiovisual media in medicine","0140-511X","西文","19990301-20041201","MEDLINE電子期刊"
"19147","The journal of behavioral health services & research","1094-3412","西文","19980201-","MEDLINE電子期刊"
"49772","The Journal of Behavioral Health Services & Research","1094-3412","西文","1997-present","Springer 【電子期刊】"
